"ID","NAME","TYPE","PARENT_ID","CREATE_TIME","IS_MODIFY","PARENT_TYPE"
"1858748199830560768","2021-01-15 XZL 3D AIP v2.7z",AIP,"1852169149548912640",2024-11-19 13:44:39.438,0,THREE_D
