"ID","NAME","PARENT_ID","CODE","ALIAS","CATEGORY_CODE"
"468dee2b-7e44-4917-938e-c3241f576f49",熔融指数仪,"0833a467-906f-4bd0-8ef9-3682da967afe",,,
"6d5f9871-c2f8-458a-9332-bba57b379e82",ORP分析仪,"0833a467-906f-4bd0-8ef9-3682da967afe",,,
ba049d26-783c-42c8-bb41-7e125cc8c7b8,静电尘度分析仪,"0833a467-906f-4bd0-8ef9-3682da967afe",,,
d851f0f6-9817-4cb7-b0d8-a34ebd904414,微量氧分析仪,"0833a467-906f-4bd0-8ef9-3682da967afe",,,
"0395a45f-1e9e-4900-98af-9797859ac0c1",灰份仪,"0833a467-906f-4bd0-8ef9-3682da967afe",,,
"3d9b74be-1eca-4da1-b9d7-5eb3503c1125",其它在线分析仪表,"0833a467-906f-4bd0-8ef9-3682da967afe",,,
"66e0f869-b205-4d45-9911-525d0fb7db35",转速检测仪表,cc60cd8a-c282-4c20-814f-3fe725b9add0,,,
"14e8c196-ac70-4971-98ba-508a3e802634",位移检测仪表,cc60cd8a-c282-4c20-814f-3fe725b9add0,,,
"254dde05-1c5b-4366-a471-13a513e20898",振动检测仪表,cc60cd8a-c282-4c20-814f-3fe725b9add0,,,
"04ead3a8-dc96-4346-ab35-bb78507db726",超速保护器,cc60cd8a-c282-4c20-814f-3fe725b9add0,,,
f4e1b6e5-3282-4890-88b8-143ba90fdf17,其它特殊仪表,cc60cd8a-c282-4c20-814f-3fe725b9add0,,,
"45224786-8eaf-4911-adce-98566de9c7a5",温度仪表,a3338590-3bb7-4a2e-9587-1c40745fd600,,,
"5e04dbac-9499-4020-a6b9-9720a776bd26",湿度仪表,a3338590-3bb7-4a2e-9587-1c40745fd600,,,
f95713e2-c53c-4d8d-ae66-899ced9014c4,压力仪表,a3338590-3bb7-4a2e-9587-1c40745fd600,,,
"73e2d4b8-4269-4b73-897a-470b106b971f",流量仪表,a3338590-3bb7-4a2e-9587-1c40745fd600,,,
df6ed6d0-e732-4ca7-b9d3-3923090908a9,物位仪表,a3338590-3bb7-4a2e-9587-1c40745fd600,,,
e24e551e-1f4e-4953-9f0a-9e9412127feb,热电偶,"45224786-8eaf-4911-adce-98566de9c7a5",,,
fcfd1b44-5069-4bde-bfa3-2c7a4b2af701,热电阻,"45224786-8eaf-4911-adce-98566de9c7a5",,,
"07c5a305-5943-4a72-b6c6-d1379ff522ba",温度开关,"45224786-8eaf-4911-adce-98566de9c7a5",,,
c2d8c49e-a5cb-4ee1-b0b5-e046743f0557,温度变送器,"45224786-8eaf-4911-adce-98566de9c7a5",,,
be616e21-9d5b-4111-be02-91685a75a1f5,其它温度仪表,"45224786-8eaf-4911-adce-98566de9c7a5",,,
"1abc9a10-4ec3-4048-b35d-c63472faaa5d",压力(差压)开关,f95713e2-c53c-4d8d-ae66-899ced9014c4,,,
a8b7aeba-a66d-4f68-b2b8-878d8c8f15a8,压力(差压)变送器,f95713e2-c53c-4d8d-ae66-899ced9014c4,,,
"690dd698-bf70-473f-9b75-818c82e4229a",电接点压力表,f95713e2-c53c-4d8d-ae66-899ced9014c4,,,
"50c4b071-9dd1-48bc-b2f2-8e3d37d6381e",其它压力仪表,f95713e2-c53c-4d8d-ae66-899ced9014c4,,,
"67d3d9d9-c799-4c81-ae51-7c6dfddff2fb",节流元件,"73e2d4b8-4269-4b73-897a-470b106b971f",,,
"366c86a8-b2ce-49c4-ab6f-72bc56963419",流量开关,"73e2d4b8-4269-4b73-897a-470b106b971f",,,
"357c53e7-5ffc-44c3-94e1-9d4a59ade3ef",容积式流量计,"73e2d4b8-4269-4b73-897a-470b106b971f",,,
"81b80d52-5aca-473a-a0b7-c3fbe484c79f",差压式流量计,"73e2d4b8-4269-4b73-897a-470b106b971f",,,
"41ac3cd4-7fb8-4388-93b3-b7e802ce5a73",超声波流量计,"73e2d4b8-4269-4b73-897a-470b106b971f",,,
"2f86b49f-7858-427c-86cf-ce8fd4e38665",涡轮流量计,"73e2d4b8-4269-4b73-897a-470b106b971f",,,
"1cde72d5-e13b-413e-a85a-297008334883",质量流量计,"73e2d4b8-4269-4b73-897a-470b106b971f",,,
"06fbcb2f-e7a7-4a38-b804-f0b32b554854",热式质量流量计,"73e2d4b8-4269-4b73-897a-470b106b971f",,,
"65b9db22-3f4d-4514-8fe0-2267b345ef42",涡街(旋涡)流量计,"73e2d4b8-4269-4b73-897a-470b106b971f",,,
"00a02e44-bede-43e2-aade-8aa77eb3fcdb",电磁流量计,"73e2d4b8-4269-4b73-897a-470b106b971f",,,
"9a7eebda-a8b4-4607-80a3-cdb903ae63d7",靶式流量计,"73e2d4b8-4269-4b73-897a-470b106b971f",,,
b3a871b6-9a3a-4ec4-932c-068e139b9cd8,转子流量计,"73e2d4b8-4269-4b73-897a-470b106b971f",,,
"82b4d503-1363-4bd3-a745-32cee13402d3",阿钮巴流量计,"73e2d4b8-4269-4b73-897a-470b106b971f",,,
c32dd736-a998-431d-8815-a3f9f469e18c,料位开关,df6ed6d0-e732-4ca7-b9d3-3923090908a9,,,
"438e2156-4f6d-44d2-8e7e-3313e4c55d58",雷达液位计,df6ed6d0-e732-4ca7-b9d3-3923090908a9,,,
ff725cec-f097-4cce-ab59-9c139831e7e4,超声波料位计,df6ed6d0-e732-4ca7-b9d3-3923090908a9,,,
"06ec4c00-1f6b-4f17-ac15-1ef9dfe31949",伺服液位计,df6ed6d0-e732-4ca7-b9d3-3923090908a9,,,
"9b28a883-8026-4f30-be7d-f7f8449196b5",导纳(电容)液位计,df6ed6d0-e732-4ca7-b9d3-3923090908a9,,,
"583d6e38-3e10-4a2c-bcf5-fc7f5bd444e4",差压式液位计,df6ed6d0-e732-4ca7-b9d3-3923090908a9,,,
"14254ba4-70ba-4b78-b897-8c21cf9c654c",浮球液位计,df6ed6d0-e732-4ca7-b9d3-3923090908a9,,,
"1d95d361-8629-45d1-87be-b08cf09aa991",浮筒液位计,df6ed6d0-e732-4ca7-b9d3-3923090908a9,,,
"1b097ef3-27b9-4132-a733-f21cae7b489e",外测式液位计,df6ed6d0-e732-4ca7-b9d3-3923090908a9,,,
b17114b2-ad92-4fcd-a1aa-d68488c5ad4c,辐射式液位计,df6ed6d0-e732-4ca7-b9d3-3923090908a9,,,
"73c3f36f-bd80-4dd0-84f3-f0aff6519d37",磁浮式液位计,df6ed6d0-e732-4ca7-b9d3-3923090908a9,,,
"6c9bc398-f6fa-48b4-8c13-d27d3cb138d3",储罐液位称重仪,df6ed6d0-e732-4ca7-b9d3-3923090908a9,,,
"741241d7-49cb-4f7e-87ad-f95df8cb9a16",其它物位仪表,df6ed6d0-e732-4ca7-b9d3-3923090908a9,,,
f8831933-a623-4bcb-811f-a41d62dc2284,调节阀,"5102b1b6-ada9-44ca-b728-043b2505fe2b",,,
"7435590d-fee4-4ff6-9d8b-76e90b04353a",开关阀,"5102b1b6-ada9-44ca-b728-043b2505fe2b",,,
"32ddc07c-28ad-4afb-a7b3-5c61273fc5d0",定位器,"5102b1b6-ada9-44ca-b728-043b2505fe2b",,,
"73614201-7d94-4eef-8227-6a8746d48d9b",电磁阀,"5102b1b6-ada9-44ca-b728-043b2505fe2b",,,
bc71d96c-ed55-4794-9f7d-02650f3cf4f5,电气及气电转换器,"5102b1b6-ada9-44ca-b728-043b2505fe2b",,,
"149828fa-871c-43c0-8eba-be9221e7dcb3",位置开关,"5102b1b6-ada9-44ca-b728-043b2505fe2b",,,
"2426e59b-1010-4c7d-88e8-4a22dc338b4c",其它附件,"5102b1b6-ada9-44ca-b728-043b2505fe2b",,,
"67604999-3bf0-498d-8579-b0ed258ceaaa",有毒气体报警仪表,"89f4d45e-a6fb-48ea-b259-139b1a97de2f",,,
"359931d4-194e-450e-8371-3d0983e7a185",化学需氧量分析仪表(COD),"89f4d45e-a6fb-48ea-b259-139b1a97de2f",,,
"70b779f8-c33d-4cf8-add3-07d34bd0db14",可燃气体报警仪表,"89f4d45e-a6fb-48ea-b259-139b1a97de2f",,,
"37f41bed-0a24-4a3d-a559-22f09ea3c55d",压力表,e7f96154-735c-463c-964a-7851bec47f93,,,
c5dec897-58d1-4eda-95a6-95de7c305177,温度计,e7f96154-735c-463c-964a-7851bec47f93,,,
"129ddbed-0219-448e-a7de-fec35399c6e9",衡器,e7f96154-735c-463c-964a-7851bec47f93,,,
fdd80c2e-2a90-44ec-bf8f-e2daf8b103a6,分析仪,e7f96154-735c-463c-964a-7851bec47f93,,,
b0ee1ac3-05dc-4306-948b-50bce41037fa,工作压力表,"37f41bed-0a24-4a3d-a559-22f09ea3c55d",,,
"88e62838-5cd4-4c8e-9add-7bbe7858ee7c",双金属温度计,c5dec897-58d1-4eda-95a6-95de7c305177,,,
c548a781-f5a5-41e6-a3eb-6af5733f26f8,汽车衡,"129ddbed-0219-448e-a7de-fec35399c6e9",,,
"88ed488f-85db-4518-99e6-607ceb72b315",皮带秤,"129ddbed-0219-448e-a7de-fec35399c6e9",,,
"929d81d8-b1c4-4d0c-a386-fe358098651b",其它分析仪,fdd80c2e-2a90-44ec-bf8f-e2daf8b103a6,,,
eb71c81e-b07f-4c0c-b529-9a6e090d28b6,电导率仪,fdd80c2e-2a90-44ec-bf8f-e2daf8b103a6,,,
"3e5e5c2b-fa55-471a-bbf7-9157508ea0c5",起重搬运机械,"06f1cbd1-cff0-407e-acb1-df43d845eb3f",,,
d92128bc-5d53-4aa6-9cf5-d53004ae8587,给料机械,"06f1cbd1-cff0-407e-acb1-df43d845eb3f",,,
f4e1f116-ffa2-48b8-87b7-edf37dbcc93e,桥式类型起重机,"3e5e5c2b-fa55-471a-bbf7-9157508ea0c5",,,
"083a57c7-3042-4a2c-8a93-d4b5f3d9c0bc",轻小型起重设备,"3e5e5c2b-fa55-471a-bbf7-9157508ea0c5",,,
