"REPOSITORY_VERSION","ID","CATEGORY","NAME","TAG"
"1858748199830560768_v1","59f8277f-bbf3-4c55-9381-602dbda9b049",未知类型,BOX 5 of SUBEQUIPMENT 2 of EQUIPMENT /=201348401/8754-=201348401/8756,
"1858748199830560768_v1",ccafc3a2-73b9-4d3a-804a-8f061f39895a,未知类型,BOX 6 of SUBEQUIPMENT 2 of EQUIPMENT /=201348401/8754-=201348401/8756,
"1858748199830560768_v1",fbc028cb-0e4c-41be-a5c9-87d6a104c738,SUBE,SUBEQUIPMENT 3 of EQUIPMENT /=201348401/8754-=201348401/8756,
"1858748199830560768_v1",d42ee43c-f2da-4bc2-9f26-e4c79339f080,未知类型,CYLINDER 1 of SUBEQUIPMENT 3 of EQUIPMENT /=201348401/8754-=201348401/8756,
"1858748199830560768_v1","7caa1fae-1b67-42c5-ab1f-2fab83f6992e",未知类型,CONE 1 of SUBEQUIPMENT 3 of EQUIPMENT /=201348401/8754-=201348401/8756,
"1858748199830560768_v1",a7f9dac0-8a47-4f75-8e3b-705881ee7d72,未知类型,CYLINDER 2 of SUBEQUIPMENT 3 of EQUIPMENT /=201348401/8754-=201348401/8756,
"1858748199830560768_v1",af8fd7e7-6a59-4400-8928-06710d52ee72,未知类型,BOX 1 of SUBEQUIPMENT 3 of EQUIPMENT /=201348401/8754-=201348401/8756,
"1858748199830560768_v1","675dcb8d-bec1-4d35-8f3c-2dc9ec0fa0ae",未知类型,BOX 2 of SUBEQUIPMENT 3 of EQUIPMENT /=201348401/8754-=201348401/8756,
"1858748199830560768_v1","41063c3e-48c8-49b1-9141-993c8ea8e571",未知类型,BOX 3 of SUBEQUIPMENT 3 of EQUIPMENT /=201348401/8754-=201348401/8756,
"1858748199830560768_v1","6ee5c8b0-5bfa-4754-bd6f-484e3aa8f669",未知类型,CONE 2 of SUBEQUIPMENT 3 of EQUIPMENT /=201348401/8754-=201348401/8756,
"1858748199830560768_v1","9e6fd581-8cf1-49eb-8ab2-a15ec95c11ff",未知类型,CYLINDER 2 of SUBEQUIPMENT 8 of EQUIPMENT /=201348401/8763-=201348401/8765,
"1858748199830560768_v1","9086d5da-7e7b-4066-a5fc-c5b3f760f75e",未知类型,BOX 1 of SUBEQUIPMENT 8 of EQUIPMENT /=201348401/8763-=201348401/8765,
"1858748199830560768_v1","0cb97c92-e973-4e1d-a4ac-a756ac7cbe38",未知类型,BOX 2 of SUBEQUIPMENT 8 of EQUIPMENT /=201348401/8763-=201348401/8765,
"1858748199830560768_v1",b8c098bc-fdf7-4573-ba6c-94e83a3e5624,未知类型,BOX 3 of SUBEQUIPMENT 8 of EQUIPMENT /=201348401/8763-=201348401/8765,
"1858748199830560768_v1",c73d62c4-3598-4d32-9dfd-05142d4e1676,未知类型,CONE 2 of SUBEQUIPMENT 8 of EQUIPMENT /=201348401/8763-=201348401/8765,
"1858748199830560768_v1",d36ded31-5b29-4b09-928f-6cdeac9099d6,未知类型,CYLINDER 3 of SUBEQUIPMENT 8 of EQUIPMENT /=201348401/8763-=201348401/8765,
"1858748199830560768_v1",c3e08732-8a98-428e-a05b-5552e56f2a61,未知类型,BOX 4 of SUBEQUIPMENT 8 of EQUIPMENT /=201348401/8763-=201348401/8765,
"1858748199830560768_v1","9745f9bc-13cb-4910-9f13-3bcf38353935",未知类型,BOX 5 of SUBEQUIPMENT 8 of EQUIPMENT /=201348401/8763-=201348401/8765,
"1858748199830560768_v1",d53319de-cd85-4dd9-ae96-1a21d4ed6e67,未知类型,BOX 6 of SUBEQUIPMENT 8 of EQUIPMENT /=201348401/8763-=201348401/8765,
"1858748199830560768_v1",cef80fc0-bc70-47e6-99a1-d471bfaac46d,SUBE,SUBEQUIPMENT 9 of EQUIPMENT /=201348401/8763-=201348401/8765,
"1858748199830560768_v1","157ef473-0211-44c6-99d4-251a087a3f3e",未知类型,CYLINDER 1 of SUBEQUIPMENT 9 of EQUIPMENT /=201348401/8763-=201348401/8765,
"1858748199830560768_v1",a4c0a921-c32d-4521-b6fe-426401fbdc0b,未知类型,CONE 1 of SUBEQUIPMENT 9 of EQUIPMENT /=201348401/8763-=201348401/8765,
"1858748199830560768_v1",bf7fd5a4-206d-42b9-86e8-1e0e74620079,未知类型,CYLINDER 2 of SUBEQUIPMENT 9 of EQUIPMENT /=201348401/8763-=201348401/8765,
"1858748199830560768_v1","544a4988-46ff-412b-a5f6-cc1bf48087f0",未知类型,BOX 1 of SUBEQUIPMENT 9 of EQUIPMENT /=201348401/8763-=201348401/8765,
"1858748199830560768_v1",c7abc9d6-9c18-4d9d-a769-fa6757e5c570,未知类型,BOX 2 of SUBEQUIPMENT 9 of EQUIPMENT /=201348401/8763-=201348401/8765,
"1858748199830560768_v1","4912e7b3-f6fb-4949-aa37-8460626f157a",未知类型,BOX 3 of SUBEQUIPMENT 9 of EQUIPMENT /=201348401/8763-=201348401/8765,
"1858748199830560768_v1","368cbc7e-4d1a-4fd1-842b-a4a7199fa24f",未知类型,CONE 2 of SUBEQUIPMENT 9 of EQUIPMENT /=201348401/8763-=201348401/8765,
"1858748199830560768_v1","5cff16d3-5449-49d4-a5cf-a5ce26baf9d3",未知类型,CYLINDER 2 of SUBEQUIPMENT 2 of EQUIPMENT /=201348401/8784-=201348401/8786,
"1858748199830560768_v1","2a68d814-47cb-4dd9-a010-9d1135a74077",未知类型,BOX 1 of SUBEQUIPMENT 2 of EQUIPMENT /=201348401/8784-=201348401/8786,
"1858748199830560768_v1","866afcc8-3870-4e9d-8fb4-5b13b9085d3e",未知类型,BOX 5 of SUBEQUIPMENT 11 of EQUIPMENT /=201348401/8759-=201348401/8763,
"1858748199830560768_v1",e7912e24-005e-48f9-9208-3add1b04e2c1,未知类型,BOX 6 of SUBEQUIPMENT 11 of EQUIPMENT /=201348401/8759-=201348401/8763,
"1858748199830560768_v1","60da6aa8-fdf8-42fe-ad66-ca8f85e3ca8d",SUBE,SUBEQUIPMENT 12 of EQUIPMENT /=201348401/8759-=201348401/8763,
"1858748199830560768_v1","8aee34b4-826c-43d5-9d58-46f78f3acda9",未知类型,CYLINDER 1 of SUBEQUIPMENT 12 of EQUIPMENT /=201348401/8759-=201348401/8763,
