"REPOSITORY_VERSION","ID","TARGET_ITEM_ID","SOURCE_DOCUMENT_ID","TARGET_DOCUMENT_ID"
"1858748199830560768_v1","5326275c-ce87-4353-887d-5fcd18c6c5c3",b649d314-9146-4c68-aabe-ba457901b9c3,"93e28433-b40b-4c0c-927b-b551ff95bfa2",
"1858748199830560768_v1",e8d4dd5d-e6c4-4a77-bec9-2c2d04372fbc,"9d992794-03b9-44ca-ad55-03b7c2aa5bbf","93e28433-b40b-4c0c-927b-b551ff95bfa2",
"1858748199830560768_v1","024918fa-6fcf-4627-b4dc-b9c5e6be60e1","0207f73a-1993-4dcc-9639-a1250280f1ec","93e28433-b40b-4c0c-927b-b551ff95bfa2",
"1858748199830560768_v1","987af357-89f1-4ab1-bdf9-a1fada016b4b","142bd3aa-125e-4e53-b215-b9b397a95656","93e28433-b40b-4c0c-927b-b551ff95bfa2",
"1858748199830560768_v1","76471668-1f28-416c-ac8e-43bf5cd58707","7c86dd68-9054-4435-a12b-466029b01665","93e28433-b40b-4c0c-927b-b551ff95bfa2",
"1858748199830560768_v1","61ea36c4-73ad-4483-a333-23575e85d183","40bd6eb8-2e5b-42e2-9aea-65b7733578a8","93e28433-b40b-4c0c-927b-b551ff95bfa2",
"1858748199830560768_v1","94c04fb4-23db-4cea-9469-90bcaf7debab",cbf3f134-ec69-41b7-a72e-cb43873e0052,"93e28433-b40b-4c0c-927b-b551ff95bfa2",
"1858748199830560768_v1",b52d8a51-7719-4520-aebe-d891cf72128b,"63979a1c-7b9b-4fcb-a983-e67da4fd0c5b","93e28433-b40b-4c0c-927b-b551ff95bfa2",
"1858748199830560768_v1","452f18dc-7289-4eb5-ab8e-d042d55a2794","489cfe1e-9449-4eb7-9794-20dee7308dfd","93e28433-b40b-4c0c-927b-b551ff95bfa2",
"1858748199830560768_v1","1be116cd-2e99-43e4-b543-cd1a56bd695e","2194d981-4582-4e39-bdc6-420974ea4699","93e28433-b40b-4c0c-927b-b551ff95bfa2",
"1858748199830560768_v1","9e49d7f1-09df-4bfd-99da-f02e8a13d7e9","25549d83-d39b-47c1-973a-ba665429cd7b","93e28433-b40b-4c0c-927b-b551ff95bfa2",
"1858748199830560768_v1","6a5f278d-ba9c-4cc5-99e9-b2800e0f6cd6","583aa509-8a9a-42c5-b0bb-fd46f766d5d9","93e28433-b40b-4c0c-927b-b551ff95bfa2",
"1858748199830560768_v1",bb896b7d-ef34-49a4-b2b3-491c0ad7a373,"42cef3cb-7fef-4ca6-b794-1ddead4d281b","93e28433-b40b-4c0c-927b-b551ff95bfa2",
"1858748199830560768_v1","8e514a71-294a-444d-9d48-2e9a9b9c419f","59ba3192-7428-4a71-9931-f89d69401339","93e28433-b40b-4c0c-927b-b551ff95bfa2",
"1858748199830560768_v1",bcf3e059-18ba-4a99-9d5a-cb99a17759a5,"978d9c5e-0f04-4fc3-88a5-33cfeed5d185","93e28433-b40b-4c0c-927b-b551ff95bfa2",
"1858748199830560768_v1","84d5c06f-a3dc-4b71-83aa-cca5e5bb3159",a844f49a-272b-410b-a730-96d1f9bc9c07,"93e28433-b40b-4c0c-927b-b551ff95bfa2",
"1858748199830560768_v1",de490ab8-015b-449d-aa54-d7e819ed273f,e870e947-ca6d-45c8-8209-dffb5c9bdad3,"93e28433-b40b-4c0c-927b-b551ff95bfa2",
"1858748199830560768_v1",bc498be3-d1cf-4321-8364-24ed9d15b3f8,cf6aa828-6241-4aca-a8ab-77d403fc01e1,"93e28433-b40b-4c0c-927b-b551ff95bfa2",
"1858748199830560768_v1","5e551f36-1347-4444-a3a3-6fd327da036d","31d13216-9560-4126-a5be-14f564998417","93e28433-b40b-4c0c-927b-b551ff95bfa2",
"1858748199830560768_v1",ad46275c-d9ee-4de0-b7b0-a8aea309c8b4,a90a2e25-c60d-4b9e-a6ea-73e4f88ed9a6,"93e28433-b40b-4c0c-927b-b551ff95bfa2",
"1858748199830560768_v1","85c3d791-7590-4eed-9be3-4511153c35cb","36d9f66d-19cf-40ca-96b2-f14df2106df6","93e28433-b40b-4c0c-927b-b551ff95bfa2",
"1858748199830560768_v1","8f02d9f4-217d-4e1e-b989-ab427e61991d","3124d2c9-c2eb-4b2c-8767-1294bc70c81b","93e28433-b40b-4c0c-927b-b551ff95bfa2",
"1858748199830560768_v1",ba36db37-5105-47ef-bc2d-017c83791598,fb90be55-23dd-455d-afe9-44f18267aa8e,"93e28433-b40b-4c0c-927b-b551ff95bfa2",
"1858748199830560768_v1","041ab1cf-89b7-48c1-8367-f69844b64695","5835e9fe-35f3-4974-88e3-61025105010e","93e28433-b40b-4c0c-927b-b551ff95bfa2",
"1858748199830560768_v1",db85aa6b-e009-44d4-a5c7-2a19df699920,"8ee5faf0-e542-4b92-b412-cca6c6d9bd38","93e28433-b40b-4c0c-927b-b551ff95bfa2",
"1858748199830560768_v1","31d80b8b-e0ca-445d-9d17-d36e2372aa13","88d81156-720d-403e-8e82-50fa47d098e0","93e28433-b40b-4c0c-927b-b551ff95bfa2",
"1858748199830560768_v1","9312c923-efcc-47c1-b20a-0770ed8efa08",d034284a-7cd2-40d9-8ab6-e14428fa35ef,"93e28433-b40b-4c0c-927b-b551ff95bfa2",
"1858748199830560768_v1",befe0694-4f1e-453d-88ca-c09a154c0a31,c2a9a073-03cf-460b-ab79-2509bcc1834c,"93e28433-b40b-4c0c-927b-b551ff95bfa2",
"1858748199830560768_v1",c9cfbcf8-f02c-45ac-ace7-34866a5f75de,"7b16cd54-41ad-48de-a2e7-3ba5535ea669","93e28433-b40b-4c0c-927b-b551ff95bfa2",
