"REPOSITORY_VERSION","ID","COMPOSITION_ITEM_ID","ITEM_ID"
"1858748199830560768_v1","67fd9350-8c95-4749-b4af-6146f0cc5ccb",f7500dc2-bcfa-45ef-9188-ebb16f46b1b4,"420c56ca-9cc0-4d4e-98f6-663761efa1f2"
"1858748199830560768_v1","1219d58b-50be-4e82-b4f1-08196dd88628",f7500dc2-bcfa-45ef-9188-ebb16f46b1b4,"42c08f24-5756-46f2-9da3-ee7c5b36d1c0"
"1858748199830560768_v1",e036c6ce-bfa5-4099-a812-95dcaa5a5e99,f7500dc2-bcfa-45ef-9188-ebb16f46b1b4,"4071e6dd-b406-47a1-8342-0115d456459a"
"1858748199830560768_v1",c6137520-ba61-44a3-ad8e-bee5638da5c7,f7500dc2-bcfa-45ef-9188-ebb16f46b1b4,"5b5454ed-3d43-4957-88e8-557a771a37a6"
"1858748199830560768_v1",a119d0e2-05d9-4066-8b2a-da3adaca1acd,f7500dc2-bcfa-45ef-9188-ebb16f46b1b4,cbb43c44-2cdd-472d-b878-c693a2d2ad18
"1858748199830560768_v1",eee5db9c-00d6-4485-98f0-cbcfd7a56fb6,f7500dc2-bcfa-45ef-9188-ebb16f46b1b4,"547245eb-916a-4b8c-af40-b7bdb9b3d2f5"
"1858748199830560768_v1","9e0750b4-fe00-492c-acd6-fb329179e242",f7500dc2-bcfa-45ef-9188-ebb16f46b1b4,d26d37a1-7f2b-40d3-a2d2-4648b74a589c
"1858748199830560768_v1","47632f4e-122d-414d-a791-a19799e29df3",f7500dc2-bcfa-45ef-9188-ebb16f46b1b4,"481e676c-d393-417e-896b-4096380749dc"
"1858748199830560768_v1","52304d00-8982-4a46-9245-877da78c7372","1dfe2f1b-fa3b-42d3-8cc1-52dc1533894a",ff4d4a40-de14-4d2a-9c95-ff3420b378cb
"1858748199830560768_v1","31bf972b-b3a5-456e-a758-e72bd64e6882",ff4d4a40-de14-4d2a-9c95-ff3420b378cb,ea08968c-d75d-4987-b77f-2e537bafce36
"1858748199830560768_v1",ac88512e-d28c-49d2-b342-599d46e40b39,c3751df7-aae1-4ec2-9a6e-e93c2615d959,"1431322e-fb4f-40e1-ae7a-63eaf64fce87"
"1858748199830560768_v1",e376eb33-3958-402c-b471-5e3eb4b44eec,c3751df7-aae1-4ec2-9a6e-e93c2615d959,"3df2795d-ff9a-4f23-bb63-7cda7406932d"
"1858748199830560768_v1","4e689814-5f4e-4a81-a846-42ae483c0273",c3751df7-aae1-4ec2-9a6e-e93c2615d959,"5eaa02e8-60f0-42e3-b98b-f1a8486a7402"
"1858748199830560768_v1","44198923-704e-4988-99c2-cf838faa9276",c3751df7-aae1-4ec2-9a6e-e93c2615d959,"0b719632-9ef5-4850-a361-ff1089c4a92f"
"1858748199830560768_v1","89cba4f2-3e00-4fe8-bf44-da3107bb1fab",c3751df7-aae1-4ec2-9a6e-e93c2615d959,b649d314-9146-4c68-aabe-ba457901b9c3
"1858748199830560768_v1","1483db0f-692b-4ed6-9f9e-bf96c00c3921",c3751df7-aae1-4ec2-9a6e-e93c2615d959,"9d992794-03b9-44ca-ad55-03b7c2aa5bbf"
"1858748199830560768_v1","00f4b491-7513-42e9-8647-a4c3fcf2aa61",c3751df7-aae1-4ec2-9a6e-e93c2615d959,"0207f73a-1993-4dcc-9639-a1250280f1ec"
"1858748199830560768_v1","590deb73-9a26-4c5d-a34c-6d2d295ac5e8",c3751df7-aae1-4ec2-9a6e-e93c2615d959,"142bd3aa-125e-4e53-b215-b9b397a95656"
"1858748199830560768_v1","99855e85-def9-42ff-bfe0-d5aaec24d472",af1047c9-a19d-4289-a6e9-7bab903c597e,"7c86dd68-9054-4435-a12b-466029b01665"
"1858748199830560768_v1","72549a2d-f526-4249-9932-ad67609cfd95","7c86dd68-9054-4435-a12b-466029b01665","40bd6eb8-2e5b-42e2-9aea-65b7733578a8"
"1858748199830560768_v1",c30618a0-daef-4aea-b97b-0b581b769247,"7c86dd68-9054-4435-a12b-466029b01665",cbf3f134-ec69-41b7-a72e-cb43873e0052
"1858748199830560768_v1",e73e258c-64c9-4496-bcc2-a3ae79eddb59,"7c86dd68-9054-4435-a12b-466029b01665","63979a1c-7b9b-4fcb-a983-e67da4fd0c5b"
"1858748199830560768_v1",dcf98ace-7ec8-46e2-8cc7-b9d010c8786c,"7c86dd68-9054-4435-a12b-466029b01665","489cfe1e-9449-4eb7-9794-20dee7308dfd"
"1858748199830560768_v1","30b06a1c-f23f-4302-9d66-2170dbed5a6a","7c86dd68-9054-4435-a12b-466029b01665","2194d981-4582-4e39-bdc6-420974ea4699"
"1858748199830560768_v1",fcd8c57b-9e4d-4a2d-9f22-f4babcc90b97,"7c86dd68-9054-4435-a12b-466029b01665","25549d83-d39b-47c1-973a-ba665429cd7b"
"1858748199830560768_v1",c97bad09-a415-46cb-bb02-05fc44dacb0e,"7c86dd68-9054-4435-a12b-466029b01665","583aa509-8a9a-42c5-b0bb-fd46f766d5d9"
"1858748199830560768_v1","59691a00-90b8-426d-baf4-0bc47554516b","7c86dd68-9054-4435-a12b-466029b01665","42cef3cb-7fef-4ca6-b794-1ddead4d281b"
"1858748199830560768_v1","084721df-caef-48b9-ac45-5352055dd0aa","7c86dd68-9054-4435-a12b-466029b01665","59ba3192-7428-4a71-9931-f89d69401339"
"1858748199830560768_v1","128f8b82-5615-45cd-932e-8f825937d3b9","7c86dd68-9054-4435-a12b-466029b01665","978d9c5e-0f04-4fc3-88a5-33cfeed5d185"
"1858748199830560768_v1","75cda901-167c-4e8a-93aa-a1ee607c0daf","7c86dd68-9054-4435-a12b-466029b01665",a844f49a-272b-410b-a730-96d1f9bc9c07
"1858748199830560768_v1","3083c72f-0fff-406a-9a61-2a151110bb58",af1047c9-a19d-4289-a6e9-7bab903c597e,e870e947-ca6d-45c8-8209-dffb5c9bdad3
"1858748199830560768_v1",f6de246b-c987-469d-a74a-94fc6f93f5f7,e870e947-ca6d-45c8-8209-dffb5c9bdad3,cf6aa828-6241-4aca-a8ab-77d403fc01e1
"1858748199830560768_v1","7ac16f0d-a44b-4b89-bfb7-bd9c83cc85d3",e870e947-ca6d-45c8-8209-dffb5c9bdad3,"31d13216-9560-4126-a5be-14f564998417"
"1858748199830560768_v1",a24dd6cf-d561-49e0-b573-5ebee6bad6f7,e870e947-ca6d-45c8-8209-dffb5c9bdad3,a90a2e25-c60d-4b9e-a6ea-73e4f88ed9a6
"1858748199830560768_v1","6824c18d-2cad-4011-81a5-329f883c5117",e870e947-ca6d-45c8-8209-dffb5c9bdad3,"36d9f66d-19cf-40ca-96b2-f14df2106df6"
"1858748199830560768_v1","0156a5d6-1957-4cb4-ab0a-1c2cdfc97820",e870e947-ca6d-45c8-8209-dffb5c9bdad3,"3124d2c9-c2eb-4b2c-8767-1294bc70c81b"
